part_number,depth,height,length,weight
R406900,168,0.22,120,109.12
R406901,120,0.22,92,55.22
R406902,84,0.22,60,27.72
R406911,120,0.22,92,57.2
R406912,84,0.22,60,28.38
R406921,120,0.3,92,41.58
R406922,84,0.3,60,19.58
R406931,120,0.33,92,55.22
R406932,84,0.33,60,27.72
R406941,120,0.35,96,31.2
R406942,84,0.35,60,13.7
R406951,120,0.35,96,31.2
R406952,84,0.35,60,13.7
R406981,120,0.59,96,35
R406982,84,0.59,60,15
R407021,120,0.28,94,22.6
R407022,84,0.28,63,10.51
R407031,120,0.28,94,22.6
R407032,84,0.28,63,10.51
R900011,121,0.25,94.63,15
R900012,84.88,0.25,62.75,7
R900031,118.5,0.13,94.63,14
R900032,83.75,0.25,63.25,7
R900061,119.75,0.25,93.25,14
R900062,83.88,0.25,63.25,7
R900091,119,0.13,94.38,18
R900092,83.25,0.25,62.25,8
R900101,119.25,0.13,94.5,18
R900102,83.88,0.13,62.75,8
R900121,120.38,0.25,94.75,14
R900122,84.88,0.25,63,7
T505-560,14,36,67.5,125
T505-762,15.88,37.88,68.5,153
T800-111,13.25,28.5,35.13,29
T800-112,13.75,28.38,30.75,39
T800-124,13,29.13,32.25,40
Z1510473,15.75,40.75,43.13,44
Z1611067,11.75,47.13,31.5,68
ZH141454,15.38,71.13,33.5,124
1010425,40,42,39,102
1010488,40,42,87,170
1010494,40,42,80,174
1030125,40,40,41,103
1030225,40,40,41,106
1040225,39,41,35,90
1060440,38.5,40.5,39.5,77
1060457,37.5,40,13,22
1060477,42,40.5,65,58
1080129,37,42,33.5,78
1080229,37,42,33.5,81
1080329,37,42,33.5,81
1090012,40,44,35,122
1090112,40,44,35,122
1180813,39,42.5,37.5,120
1180815,39.5,42.5,84.5,261
1180818,39.25,42.5,73,235
1310425,41,42.5,33.5,95
1310446,38,40,31.25,46
1310458,38,41,40,103
1310459,40.5,40.5,83,225
1310462,38,41,40,103
1310473,40.5,40.5,83,224
1310477,40,40,71,73
1350312,40,42,35,132
1350412,40,42,35,132
1380525,40,40,39,93
1380588,40,40,86,185
1380594,40,40,75,187
1480125,39,42,40,107
1480189,39,42,87,222
1480194,39,42,76,204
1550447,41,40,81,232
1550474,41,40,74,222
1550482,41,40,49,147
1590146,39,41,31,53
1590157,39,41,12,39
1590158,39,41,39,126
1590162,39,41,39,126
1590177,40,41,69,84
1590246,39,41,31,53
1590257,39,41,12,39
1590262,39,41,39,126
1590277,40,41,69,84
1610213,40,42,37,122
1610413,40,42,37,122
1630346,40,40,32,47.391
1630357,38,40,12,37.47
1630358,40,40,43,114.64
1630377,39,40,69,72
1630379,67,40,43,124.56
1650225,43,45,44,117
1650325,43,45,44,117
1760912,40,44,34,140
1790212,41,40,39,128
1790312,41,40,39,128
1800412,40,42,35,124
1800512,40,42,35,124
2080112,34.5,43.5,34.75,112
2150613,39,41,35,123
2150713,39,41,35,121
2160412,38.75,43,35.5,146
2200313,39.5,43,39,137
2200315,39.5,43,86,288
2200318,39.5,43,75,258
2200413,39.5,43,39,140
2200415,39.5,43,86,286
2200418,39.5,43,75,259
2330246,42,34,35,76
2330258,42,34,45,159
2330262,42,34,45,159
2330277,44,34,71,115
2350131,42,42,27,92
2350146,42,42,27,44
2350157,40,42,12,38
2350158,42,42,37,124
2350162,42,42,37,124
2350177,42,42,69,77
2370331,42,42,27,96
2370346,42,42,27,43
2370358,42,42,37,125
2370360,36,28,20,52
2370362,42,42,37,125
2370377,42,42,71,77
2400429,41,44,36,115
2400489,41,44,83,239
2400494,41,44,73,218
2450513,37,44,38,120
2450515,37,44,84,257
2450518,37,44,74,231
2780125,41,41,41,89.29
2780148,44,38,87,133.38
2780149,44,38,100,157.63
2780225,41,41,41,105.61
2780248,44,38,87,148.44
2780249,44,38,100,157.63
2820125,41,41,39,91
2820186,41,41,70,178
2820188,41,41,93,198.99
2820225,41,41,39,91
2820286,41,41,70,91
2820288,41,41,93,193
2840128,39,41,38,91
2840189,39,41,90,199
2840194,39,41,79,178
2840228,39,41,38,91
2840289,39,41,90,199
2840294,39,41,79,178
2910125,41,42,43,105
2910188,41,42,93,203
2910194,41,42,82,206
2910225,41,42,43,105
2910288,41,42,93,210
2910294,41,42,82,208
2930205,70,40,44,111
2930207,70,40,44,111
2930219,39,40,35,82
2930240,39,40,46,114
2930241,39,40,46,114
2930246,38,41,36,45
2930252,39,40,57,118
2930257,38,41,13,34
2930277,39,40,69,61
2930281,39,40,93,199
2930286,39,40,68,170
2930297,70,40,44,118
2970229,41,42,38,104
2970289,41,42,85,225
2970294,41,42,73,203
2970329,41,42,38,104
2970389,41,42,85,225
2970394,41,42,73,203
3000413,39.5,41,40,112
3000415,39.13,41.5,89,227
3000418,39,40,78,236
3040216,62,40,32,89
3040217,62,40,32,89
3040219,39,40,23,69
3040240,39,40,32,80
3040241,39,40,32,80
3040246,39,40,23,37
3040257,39,40,12,41
3040277,43,40,69,75
3060613,38.13,43.63,36,117
3060615,41,44,83,247
3060618,41,44,72,229
3060713,39,43.88,36.38,117
3320187,41,40,86,210
3320196,41,40,75,191
3320198,41,40,39,100
3320287,41,40,86,177
3320296,41,40,75,191
3320298,41,40,39,100
3380225,41,41,39,91
3380288,41,41,93,199
3380294,41,41,81,195
3380325,41,41,39,93
3380388,41,41,93,191
3380394,41,41,81,198
3400425,40,42,40,106
3400488,40,42,88,192
3400494,40,42,76,194
3410587,41,41,85,193
3410596,41,41,74,194
3410598,41,41,38,98
3500212,34.5,40.25,30.5,103
3500312,33.5,40.5,30.5,105
3540225,43,43,40,95
3540325,43,43,40,95
3650419,39,40,35,82
3650440,39,40,46,108
3650441,39,40,46,105
3650446,39,40,35,45
3650457,39,40,12,34
3650458,39,40,46,114
3650462,39,40,46,109
3650477,39,40,69,72
3650519,39,40,35,80
3650540,39,40,46,98
3650541,39,40,46,105
3650546,39,40,35,45
3650557,39,40,12,32
3650558,39,40,46,104
3650562,39,40,46,105
3650577,39,40,70,72
3660213,43,43,38,156
3660215,43,43,85,316
3660218,43,43,74,295
3660313,43,43,38,156
3660315,43,43,85,316
3660318,43,43,74,295
3690225,40,40,39,85
3690248,40,40,86,142
3690249,40,40,100,179
3690250,40,40,86,142
3690325,40,40,39,85
3690348,40,40,86,142
3690349,40,40,100,179
3690350,40,40,86,142
3700313,38,43,39,128
3700315,38,43,86,279
3700318,38,43,75,245
3720352,42,43,56,136
3720381,42,43,92,223
3720394,42,43,81,226
3740525,40,42,43,103
3740588,40,42,91,204
3740594,40,42,80,201
3740625,40,42,43,103
3740688,40,42,91,204
3740694,40,42,80,201
3740725,40,42,43,103
3740788,40,42,91,204
3740794,40,42,80,201
3810425,40,43,41,108
3810488,40,43,87,210
3810494,40,43,76,205
3840152,40,42,55,114
3840181,40,42,91,202
3840194,40,42,80,218
3850113,40,44,39,131
3850115,40,44,85,283
3850118,40,44,75,269
3860525,43,40,40,115
3860588,43,40,87,217
3860594,43,40,77,216
3860725,43,40,40,115
3860788,43,40,87,217
3860794,43,40,77,216
3880529,40,41,39,110
3880581,40,41,87,211
3880586,40,41,64,171
3880629,40,41,39,110
3880681,40,41,87,211
3880686,40,41,64,171
3880729,40,41,39,110
3880781,40,41,87,211
3880786,40,41,64,171
3990425,41,42,43,110
3990487,41,42,90,233
3990488,41,42,90,215
3990494,41,40,82,206
3990496,41,42,82,227
3990498,41,42,43,116
3990525,41,42,43,105
3990587,41,42,90,227
3990588,41,42,90,210
3990594,41,42,82,207
3990596,41,42,82,227
3990598,41,42,43,118
4070812,41,41,34,127
4070912,41,41,34,127
4240425,42,42,42,92
4240486,42,42,67,152
4240488,42,42,89,208
4270231,42,41,32,101
4270246,39,41,32,52
4270257,39,41,13,41
4270258,42,41,40,126
4270262,42,41,40,126
4270277,42,41,72,77
4410101,40,42,71,204
4410146,40,42,23,36
4410163,40,42,58,134
4410175,41,43,58,134
4410177,43,42,70,72
4410190,40,42,71,204
4430125,39,41,34,87
4430225,39,41,34,87
4450425,45,42,39,111
4450525,45,42,39,111
4470447,42,47,92,242
4470452,42,47,55,137
4470474,46,46,76,220
4470481,42,47,92,227
4470482,42,47,50,152
4470486,42,47,75,205
4480128,38,42,34,116.6
4480228,38,42,34,116.6
4510206,42,42,35,119
4510306,42,42,35,119
4530247,40,42,84,213
4530252,40,42,51,124
4530281,40,41,83,208
4530282,40,42,51,132
4530294,40,42,80.5,211
4530296,40,42,80.5,218
4610406,41,42,36,127
4610506,41,42,36,127
4640261,42,41,32,106
4640461,42,41,32,106
4650425,42,42,40,112
4650489,42,42,87,218
4650494,42,42,76,222
4650496,42,42,76,222
4650498,42,42,40,112
4650499,42,42,87,237
4660425,42,43,33,89
4660525,42,43,33,89
4660625,42,43,33,89
4670125,46,47,43,117
4670198,46,47,43,132
4710212,43,42,35,111
4710312,43,42,35,111
4710412,43,42,35,111
5030117,63,40,32,89
5030140,39,40,34,84.41
5030141,39,40,34,84.41
5030146,39,40,23,37
5030157,39,40,12,41
5030177,44,40,69,78
5030217,63,40,32,89
5030219,39,40,23,69
5030257,39,40,12,41
5030277,44,40,69,78
5140346,40,43,33,46
5140357,40,43,13,35
5140377,40,43,71,70
5160113,39,41,40,133.821
5160115,39,41,87,250.445
5160118,39,41,77,250.22
5180201,42,44,70,218
5180263,42,44,52,144
5180275,42,44,52,144
5180277,42,44,69,66
5180290,42,44,70,218
5350574,43,40,63,176
5350587,43,40,87,211
5350598,43,40,38,118
5380474,43,40,63,176
5380487,43,40,87,211
5380498,43,40,38,118
5420352,41,43,53,121
5420382,41,43,53,141
5420387,41,43,93,241
5420388,41,43,93,221
5420394,41,43,80,226
5420396,41,43,80,241
5420452,41,43,53,121
5420482,41,43,53,141
5420487,41,43,93,241
5420488,41,43,93,229
5420494,41,43,80,226
5420496,41,43,80,241
5440530,35,39,31,84
5440531,38,39,31,39
5440546,38,39,31,39
5440557,38,39,12,35
5440558,38,39,37,92
5440562,38,39,37,92
5440577,38,39,68,68
5440579,65,39,36,101
5440597,65,39,36,101
5520319,38,41,31,76.28
5520346,38,41,31,45
5520357,38,41,14,37
5520358,38,41,41,108
5520362,38,41,41,107.14
5520377,38,41,68,69
5540328,39,42,38,113
5540389,39,41,90,220
5540394,39,41,79,191
5690161,39,41,35,134
5720101,38,41,68,120
5720176,38,41,68,105
5720177,41.25,41,71,65
5830028,39,42,38,113
5830077,37,30,60,92
5830089,39,42,90,213
5830094,39,42,79,202
5840125,41,42,40,106
5840188,41,42,87,216
5840194,41,42,76,216
5850413,40,36,49,197
5850431,40,36,30,115
5850446,40,35,30,74
5850457,17,29,24,50
5850458,40,36,40,160
5850462,40,36,40,160
5850477,40,36,70,150
5850513,40,36,49,197
5850531,40,36,31,115
5850546,40,35,30,74
5850557,39,29,24,50
5850558,40,36,41,160
5850562,40,36,41,160
5850577,40,36,70,150
5920313,39,40,38,118
5930113,42,42,41.5,117
5930118,42,42,76,233
5930147,42,42,80,227
5930177,43,42,74,79
5930213,42,43,41,117
5930218,42,42,76,233
5930247,42,42,80,227
5930277,45,41,74,79
6030529,40,40,33,80
6030629,40,40,33,80
6050816,64,38.5,38,91
6050817,64,38.5,38,90
6050831,40,38.5,33,100
6050846,40,38.5,33,53
6050857,40,30,12.5,29
6050858,40,38.5,38,117
6050862,40,38.5,38,123
6050877,42,38.5,67,73
6050916,64,38.5,38,97
6050917,64,38.5,38,96
6050946,40,38.5,33,48
6050957,40,30,12.5,27
6050958,40,38.5,38,122
6050962,40,38.5,38,119
6050977,42,38.5,67,73
6070313,42,42,39,158
6070315,42,42,86,322
6070318,42,42,75,295
6080613,39,39,43,144
6080615,41,41,91,263
6080618,41,41,82,261
6080713,41,41,44,144
6080715,41,41,91,263
6080718,41,41,82,261
6100313,42,41,47,142
6100331,42,41,28,92
6100346,39,42,28,47
6100357,39,42,14,40
6100358,42,41,39,118
6100362,42,41,38,118
6100377,43,41,72,72
6100413,42,41,47,142
6100431,42,41,28,92
6100446,39,42,28,47
6100457,39,42,14,40
6100458,42,41,39,118
6100462,42,41,38,118
6100477,43,41,72,72
6110413,41,40,42,125
6110415,41,40,90,247
6110418,41,40,79,245
6110513,41,40,42,125
6110515,41,40,90,247
6110518,41,40,79,245
6180701,42,43,89,231
6180763,42,43,75,158
6180775,42,43,75,158
6180777,43,43,70,69
6180782,42,43,51,135
6180790,42,43,89,231
6330625,42,43,40,109
6330689,42,43,87,223
6330694,42,43,77,207
6330725,42,43,40,119
6330789,42,43,87,223
6330794,42,43,77,207
6360374,38,42,66,147
6380229,43,47,45,124
6380329,43,47,45,124
6390912,43,41,33,123
6391012,43,41,33,123
6500418,40,42,79,257
6500518,40,42,79,257
6500547,40,42,90,257
6500582,40,42,55,130
6520294,42,41,77,217.791
6570729,43,47,45,124
6610206,40,43,38,121
6610306,40,43,38,105
6620513,41,43,37,126
6620613,41,42,37,126
6650225,40,41,37,86
6650286,40,41,61,149
6650288,40,41,86,187
6650425,40,41,37,86
6650486,40,41,61,149
6650488,40,41,86,187
6670219,41,40,33,67
6670246,41,40,32,42
6670257,41,40,14.5,22
6670277,42.5,40,70,65
6670346,41,40,32,43
6670357,41,40,14.5,21
6670377,42.5,40,70,66
6700518,41,41,65,195
6880425,40,41,37,86
6880486,40,41,61,147
6880488,40,41,86,180
6910629,41,40,40,129
6910681,41,40,88,232
6910686,41,40,63,192
6920431,40,41.5,33,83
6920462,40,41.5,40,98
6920477,43,41.5,70,64
6930415,42,45,91,256
6930418,42,45,80,258
6930482,42,45,52,159
6930515,42,45,91,256
6930518,42,45,80,258
6930582,42,45,52,159
7310846,39.5,42.5,28,41
7310877,42.25,42,68,74
7360713,40,44.5,38,152
7450225,38,43,39,106
7450289,38,42,87,224
7450294,38,43,77,206
7490846,39,40.5,31,43
7490857,39,40.5,13,30
7490877,40.5,40.5,67,67
7540708,40,44,76,214
7540713,39.5,43.5,36.5,131
7540715,38,44,84,277
7540718,39.5,43.5,71.5,242
7540737,40,44,67,223
7540777,42,44,69,78
7590906,39,41,35,96
7591006,39,41,35,96
7620425,40,42,40,104
7620489,40,42,87,220
7620494,40,42,77,206
7650425,40,40,42,101
7650487,40,40,87,216
7650488,40,40,87,193
7650494,40,40,78,188
7650496,40,40,78,211
7650498,40,40,42,110
7650525,40,40,42,99
7650587,40,40,87,211
7650588,40,40,87,207
7650594,40,40,78,188
7650596,40,40,78,211
7650598,40,40,42,108
7690225,42,43,44,103
7690288,42,43,91,213
7690294,42,43,81,215
7700513,40,31,42.75,139
7700546,40,31,32.5,51
7700558,40,31,42.75,128
7700562,40,31,42.75,128
7700579,67.5,31,42.75,134
7700597,67.5,31,42.75,134
7710125,40,40,42,107
7710187,40,40,88,225
7710188,40,40,88,206
7710194,40,40,78,204
7710196,40,40,78,223
7710198,40,40,42,118
7710325,40,40,42,109
7710387,40,40,88,226
7710388,40,40,88,208
7710394,40,40,78,206
7710396,40,40,78,225
7710398,40,40,42,119
7860646,38,41,31,49
7860662,38,41,40,116
7860697,72,41,41,130
7910319,40,39,23,64
7910340,40,39,33,82
7910341,40,39,33,82
7910346,40,39,23,35
7910357,40,39,12,37
7910377,42,39,69,72
7930725,40,42,39,102
7930788,40,42,87,170
7930794,40,42,78,174
7930825,40,42,39,102
7930888,40,42,87,170
7930894,40,42,78,174
8110325,43,43,40,95
8110425,43,43,40,95
8110525,43,43,40,95
8180748,46,39,83,138
8180749,46,39,96,164
8180750,46,39,83,132
8210525,40,42,40,107
8210588,40,42,88,207
8210594,40,42,76,200
8230425,39,41,42,106
8230489,39,41,87,233
8230494,39,41,79,208
8270348,46,40,83,138
8270349,46,40,96,164
8270350,46,40,83,132
8310601,41,43,71,212
8310646,41,42,23,35
8310663,40,42,58,141
8310675,41,43,58,141
8310677,42,43,70,74
8310690,40,42,71,212
8530512,38,42,36,130
8530612,37.5,59.25,35.25,130
8540719,42,43,35,85
8540746,40,43,35,50
8540757,40,40,12,36
8540758,41,43,46,115
8540762,41,43,46,115
8540777,38,42,69,69
8670425,40,42,40,106
8670488,40,42,88,192
8670494,40,42,76,194
8670525,40,42,40,104
8670588,40,42,88,196
8670594,40,42,76,186
9030913,44,42,38,124
9030915,44,42,86,246
9030918,44,42,76,245
9050313,43,42,41,123
9050315,43,42,88,250
9050318,43,42,78,252
9070313,42,42,39,158
9070315,42,42,86,322
9070318,42,42,75,295
9270505,75,41,47,128
9270507,75,41,47,128
9270519,40,41,39,86
9270525,40,41,50,125
9270540,40,41,50,112
9270541,40,41,50,112
9270546,40,40,36,51
9270557,39,41,14,34
9270577,44,41,70,69
9270605,75,41,47,128
9270607,75,41,47,128
9270619,40,41,39,86
9270625,40,41,50,125
9270640,40,41,50,112
9270641,40,41,50,112
9270646,40,40,36,51
9270657,39,41,14,34
9270677,44,41,70,69
9300313,39.5,43,36.5,112
9300315,39.5,43,81.5,243
9300318,39,44,71.75,218
9310141,40,43,46,114.2
9360531,43,42,33,100
9360546,39,42,31,50
9360557,39,42,13,37
9360558,42,42,42,129
9360562,42,42,42,129
9360577,45,42,69,80
9360579,71,42,42,140
9360582,42,42,52,
9360597,71,42,42,140
9360731,39,40,31,100
9360746,39,40,31,50
9360757,39,40,12,37
9360758,39,40,41,129
9360762,39,40,41,129
9360777,42,40,69,80
9360779,70,40,41,140
9360782,,,,
9360797,70,40,41,140
9370312,44,43,35,124
9370412,44,43,35,124
9370512,44,43,35,124
9380225,40,40,35,98
9380281,40,40,76,188
9380286,40,40,56,156
9460825,44,42,44,116
9460888,44,42,91,227
9460894,44,42,82,218
9490261,40.25,39.75,41.38,129
9490361,40.25,39.75,41.38,128
9760112,38,43,38,126
9760212,38,43,38,127
9860425,40,40,39,102
9860486,40,40,63,156.53
9860488,40,40,87,170
9860525,40,40,39,102
9860586,40,40,63,174
9860588,40,40,87,170
9860625,40,40,39,102
9860686,40,40,63,174
9860688,40,40,87,170
EW0200-124,11.89,71.97,17.13,54
EW0200-127,11.69,7.87,60,22
EW0200-268,14.8,24.33,60,88
EW0267-124,11.89,71.97,17.13,54
EW0267-127,11.69,7.87,60,22
EW0267-268,14.8,24.33,60,88
EW0331-124,11.89,71.97,17.13,54
EW0331-127,11.69,7.87,60,22
EW0331-268,15.51,24.33,60,88
EW0440-124,11.89,71.97,17.13,54
EW0440-127,11.69,7.87,60,22
EW0440-268,15.51,24.33,60,88
EW0446-124,12.01,72.01,17.72,54
EW0446-127,11.69,7.87,60,22
EW0446-268,14.8,24.33,60,88
EW1011-268,15.93,23,59,88
EW1024-268,15,26.68,59,81
EW1187-268,14.93,26.63,59,81
EW1198-268,15,23.68,59,81
EW1221-168,16.38,23.66,52.72,86
EW1428-168,15.75,24.33,60,86
EW1864-268,14.92,23.66,59.02,87.5
EW2120-268,14.92,23.66,59.02,88
EW2270-168,15.83,20.59,52.72,88
EW2320-268,14.92,23.66,59.02,88
EW2712-268,15,18.75,59,80
EW3660-268,15.93,23,59,88
EW5514-168,15.75,23.66,52.72,86
H020-10,18,28.75,36,18
H020-110,18,29.75,36,18
H060-127,22,29.63,54,82
H060-27,22,29.5,54,80
H102-17,14.5,70.13,22.5,35
H102-25,24,29.63,63,51
H102-27,18,30.25,47.25,45
H162-14,18,30.63,47.38,38
H162-15,18,30.75,35.63,58
H162-16,16,30,32,58
H162-44,19.88,30.75,60.5,79
H190-01,23,27,17.63,14
H190-02,23,27,17.63,14
H190-05,22,30.5,22,11
H190-06,18.5,30.25,15.5,13
H190-08,23,40,26.38,23
H200-01,24,33.5,24,14
H200-09,24,33.5,24,14
H206-22,28,30.13,41.88,43
H206-22H,17.75,16.5,29.25,27
H207-22,28,30.13,41.88,43
H207-22H,17.75,16.5,29.25,27
H211-17,15.88,74.5,28.38,46
H211-25,24,29.75,63,51
H211-27,18,30.13,47.25,44
H211-28,23.75,30,47.25,84
H215-10,19.75,31.75,43.25,24
H215-13,26.25,30.25,36.25,56
H215-24,47.38,31.5,47.13,66
H215-27,20.38,71.88,36,50
H220-05A,28,42.75,25,34
H220-06A,28,42.75,25,34
H275-10,23.63,30.25,47.38,47
H275-14,20,30,47.25,55
H275-15,11.63,30,24.63,35
H275-24,55.25,38.25,55,98
H283-10,23.63,30,47.38,50
H283-12,16.13,23.88,15.5,38
H283-14,19.5,30.13,47.25,56
H283-15,11.63,30,24.63,35
H283-24,55.25,38.25,55,88
H283-34,23.5,29.25,59.13,81
H283-34R,19.5,29.25,43,35
H286-14,20,35.88,35.5,26
H286-26,23.75,30,47.75,59
H287-10,23.63,30,47.25,41
H287-14,19.5,30,47.25,54
H287-24,55.13,38.13,55.13,89
H288-10,19.75,31.63,43.25,26
H288-14,20.13,36,35.5,26
H288-17,19.5,71.25,23.75,27
H288-24,47.25,31.5,47.25,69
H288-27,23.63,29.5,47.25,28
H288-44,23.25,36.5,47.25,49
H288-60,16,26,40,37
H288-70,13.63,63.13,30,46
H300-310,23.63,29.5,47.25,34
H302-12,20.13,20.13,16.88,42
H302-17,13.88,72,31.5,82
H302-29,26.13,29.25,54.63,95
H304-12,20,22.5,15.38,41
H304-17,14.75,72.25,31.5,85
H304-29,26,25.75,54.63,87
H320-13,26.25,30.75,36.25,56
H320-18,15,70.25,21.63,30
H320-24,47.25,31.63,47.25,74
H3929-134,20,28.75,60,75
H3929-34R,19.96,28.62,43.54,23
H400-04A,26.5,51.5,26.5,42
H400-08A,24.5,52,26.63,39
H400-09A,24.5,52,26.63,39
H400-110,26.75,36,49.5,44
H400-111,26.13,35.88,47.88,46
H400-112,15.63,25.25,27.63,28
H400-119,23.63,28.63,47.25,67
H400-127,31.5,35.75,63,58
H400-144,31.5,36.88,62.88,67
H400-212,15.63,25.5,27.63,28
H400-411,26.13,30.13,48,51
H400-427,31.63,30.13,63.13,61
H410-01A,25,35,23.5,23
H410-24,51,30,61,87
H4121-34,19,28.75,54,71
H449-10,22,30,36,37
H449-110,22,30,36,36
H449-114,22,30,47.75,48
H449-14,22,30,47.75,46
H615-01,20.13,22.13,19.13,13
H615-44,28,31.13,60,96
H615-70,18.63,69.5,56,103
H632-01A,24,34.25,20.5,44
H632-44,28,30,66.5,107.8
H632-70,17,76,58,101.2
H633-02A,24.5,35.5,23.63,31
H633-27,28,32.5,63,114
H633-34,28,30.63,60,101
H633-34R,19.63,30.5,49.38,64
H633-70,17.25,76.25,58.13,100
H642-49,12,45.13,48.38,39
H647-17,13.75,75.13,34,86
H647-44,28.13,30.38,60.13,83
H675-01A,30,43.75,24.75,32
H675-11,18,24.63,21,37
H675-17,16,78,37.5,85
H675-44,26,31.13,60,83
H683-01A,23.25,33.5,23.25,25
H683-17,17,61.5,40,114
H683-27,28.13,30,66.38,167
H687-01A,22.88,21.75,24.88,31
H687-27,26,30.5,63,148
H687-46,16,34,57.88,107
H700-28,28,34.5,60,96
H741-44,28.13,30.63,60,85
H741-49,12,45,48.25,40
H743-134,28,31,60,91
H743-34,28,31,60,80
H743-34R,21,31,48,47
H743-70,16,74.5,45,114
H755-11,17.88,24.63,20.88,36
H755-17,16,78.13,37.63,90
H755-44,26,31,60.13,82
H769-21,28.13,30.25,67.63,191
H769-70,17.25,71,54.13,105
H776-10,28,30.25,48,60
H776-17,12,75,34.13,91
H776-21L,27.88,25.75,20.5,67
H776-21R,27.88,25.75,20.5,59
H776-21T,28.13,5.5,66.13,74
H776-22H,14,45.25,65.63,107
H776-22L,23.13,25.63,19.5,48
H776-22R,23.13,25.25,19.38,51
H776-22T,23.25,5.63,64.38,63
H776-26,30.13,30,59.88,98
H776-40B,21.25,31,30.13,74
H776-40T,14.13,48.18,29.88,56
H776-41B,21.13,30.88,30,65
H776-41T,14.13,48.13,30,64
H776-44,30.13,31.13,63.13,77
H776-46,18,30.13,60,87
H777-10,28.13,30.25,48.13,60
H777-17,12,75,34.13,92
H777-21L,27.88,25.75,20.5,56
H777-21R,27.88,25.75,20.5,58
H777-21T,28.13,5.5,66.13,73
H777-22H,14,45.25,65.88,104
H777-22L,23.13,25.63,19.5,48
H777-22R,23.13,25.25,19.38,49
H777-22T,23.25,5.63,64.38,63
H777-26,30.13,30,59.88,102
H777-40B,21.25,31,30.13,76
H777-40T,14.13,48.13,29.88,59
H777-41B,21.13,30.88,30,67
H777-41T,14.13,48.13,30,66
H777-44,30.13,31.13,63.13,77
H777-46,18,30.13,60,85
H778-10,28,30.13,48,59
H778-17,12,75,34.25,91
H778-21L,27.88,25.75,20.5,57
H778-21R,27.88,25.75,20.5,59
H778-21T,28.13,5.5,66.13,73
H778-22H,14,45.25,65.88,109
H778-22L,23.13,25.63,19.5,48
H778-22R,23.13,25.63,19.5,48
H778-22T,23.25,5.63,64.38,63
H778-26,30.13,30,59.88,101
H778-40B,21.13,31,30,74
H778-40T,14,48.13,29.88,55
H778-41B,21.13,30.88,30,67
H778-41T,14,48.13,29.88,64
H778-44,30.13,31,63.13,76
H778-46,18,30,60,85
H814-01A,25.88,36.25,25.88,36
H814-54,27.25,31.13,62.38,83
H821-01,23.5,34.5,20,17
H821-17,18,72,30.25,105
H821-44,23.63,30.5,60,110
H837-54,28,31,60,96
H9630-134,20,29.5,60.25,83
T007-319,22.13,23.13,13,29
T007-371,22,23,13,26
T007-527,22.13,23,13.13,30
T108-13,24,17.75,47.25,101
T178-6,24,24,24,20
T178-8,42,17,42.13,48
T185-6,24,24,24,17
T185-8,42,16.88,42,47
T275-2,23.5,22.63,23.5,34
T275-7,15.5,24.25,15.5,16
T275-9,26.5,16.63,45,85
T287-1,23.63,19.13,42,73
T287-2,23.5,22.63,23.5,36
T287-7,15.5,24.13,15.5,16
T287-9,26.63,16.63,45,83
T300-117,23.88,24,15.5,29
T300-217,23.88,24,15.88,29
T300-317,23.88,24,15.5,28
T300-517,23.88,24,15.5,29
T300-617,23.88,24,15.5,29
T300-717,23.88,24,15.88,29
T310-117,24.5,24,15.88,29
T310-217,24.5,24,15.88,29
T310-317,24.5,24,15.88,29
T310-417,24.5,24,15.88,29
T372-1,28,19,50,105
T372-3,26,26.25,22.25,67
T383-13,36.25,18,36.25,93
T393-13,25.5,18,47.63,124
T396-13,36,19,36,116
T400-13,23.75,18.13,48,122
T402-13,23.63,19.63,47.38,123
T432-6,24.25,24.13,24.25,29
T432-8,41.38,17,41.38,64
T444-3,27,24.5,24,70
T444-4,18,31.88,48.13,99
T444-9,26.5,18.75,48,121
T463-2,23.88,24.13,23.88,39
T463-9,28,18.63,47.25,98
T466-2,23.88,24.13,23.88,38
T466-9,28,18.63,47.25,102
T468-00,36,18,36,72
T468-3,26,25,24,42
T468-7,17,25,14,18
T478-17,27,24.88,23.88,61
T523-7,24,23.13,14,40
T523-9,28,18,47,108
T568-13,24.13,19.25,48.13,125
T574-6,26.5,23.75,26.5,31.9
T574-8,43,19,43,63.8
T624-6,24.5,24,24.5,39.6
T624-8,43.75,18.25,43.75,85.8
T632-2,25,25,25,36.3
T632-8,48,18.5,48,124.3
T637-107,24.13,24.13,14,30
T637-20,26,19.38,46,107
T637-3,27,25,24,49
T637-4,22,33,46,72
T637-7,24.25,23,14,42
T648-20,25.88,19.25,46,106
T648-3,26.88,25,24,53
T648-7,24,23,14,40
T651-3,27,26,24,61
T651-7,20,24,16.5,37
T651-9,30,19.63,46,110
T657-6,26,26,26,37.18
T657-8,42,19.5,42,52.8
T659-20,27.5,19.75,46,124
T659-3,27,24.75,24,62
T659-7,24,23,14,50
T679-2,25,24,25,66
T679-9,28,19,56,132
T686-7,22,24,18,44
T686-9,36,18,36,89.1
T731-3,26,25,24,57
T731-7,17,25,14,27
T731-9,36.13,18,36.13,86
T734-17,24,24,14,33
T734-20,26,19.75,46,118.8
T734-3,27,25,24,50.6
T736-107,24.13,24.13,14.13,30
T736-20,26,19.5,46,102
T736-3,27,25.13,24,49
T736-4,22,33.25,46.13,74
T736-7,24.13,23,14,41
